"ID","Name","Pos","Team","Price","xPts 1","xMin 1","xPts 2","xMin 2","xPts 3","xMin 3","xPts 4","xMin 4","xPts 5","xMin 5","xPts GW1-38"
"496","Plange","FWD","CRY","4.5","0.26","NaN","0.23","NaN","0.27","NaN","0.23","NaN","0.27","NaN","9.84"
"269","Soumare","MID","LEI","4.5","0.25","NaN","0.23","NaN","0.25","NaN","0.23","NaN","0.24","NaN","9.14"
"184","Gomes","MID","EVE","4.5","0.23","NaN","0.23","NaN","0.25","NaN","0.24","NaN","0.24","NaN","9.02"
"94","Baptiste","MID","BRE","4.5","0.23","NaN","0.23","NaN","0.23","NaN","0.24","NaN","0.23","NaN","8.81"
"395","Mighten","MID","NFO","5","0.22","NaN","0.23","NaN","0.23","NaN","0.22","NaN","0.21","NaN","8.60"
"63","Marcondes","MID","BOU","5","0.27","NaN","0.22","NaN","0.26","NaN","0.23","NaN","0.28","NaN","9.90"
"74","Dembele","MID","BOU","3","0.26","NaN","0.22","NaN","0.25","NaN","0.23","NaN","0.26","NaN","9.48"
"450","P Sarr","MID","TOT","4.5","0.23","NaN","0.21","NaN","0.23","NaN","0.22","NaN","0.21","NaN","8.31"
"150","Broja","FWD","CHE","5.5","0.21","NaN","0.21","NaN","0.23","NaN","0.23","NaN","0.22","NaN","8.22"
"52","K Davis","FWD","AVL","5.5","0.20","NaN","0.21","NaN","0.18","NaN","0.20","NaN","0.18","NaN","7.36"
"350","Ritchie","DEF","NEW","4.5","0.25","NaN","0.20","NaN","0.16","NaN","0.22","NaN","0.14","NaN","7.87"
"162","Butland","GK","CRY","4.5","0.23","NaN","0.19","NaN","0.25","NaN","0.18","NaN","0.27","NaN","9.02"
"0","Praet","MID","LEI","3","0.23","NaN","0.19","NaN","0.23","NaN","0.19","NaN","0.21","NaN","8.02"
"138","Kenedy","DEF","CHE","4","0.20","NaN","0.19","NaN","0.20","NaN","0.21","NaN","0.20","NaN","7.57"
"34","B Traore","MID","AVL","5","0.18","NaN","0.19","NaN","0.17","NaN","0.18","NaN","0.16","NaN","6.65"
"298","Ramsay","DEF","LIV","4","0.17","NaN","0.19","NaN","0.14","NaN","0.20","NaN","0.18","NaN","6.41"
"174","N Ferguson","DEF","CRY","4","0.24","NaN","0.18","NaN","0.27","NaN","0.17","NaN","0.28","NaN","9.37"
"363","Manquillo","DEF","NEW","4.5","0.21","NaN","0.18","NaN","0.14","NaN","0.19","NaN","0.12","NaN","6.75"
"131","Barkley","MID","CHE","5","0.18","NaN","0.18","NaN","0.19","NaN","0.19","NaN","0.19","NaN","6.89"
"51","El Ghazi","MID","AVL","5","0.18","NaN","0.18","NaN","0.17","NaN","0.18","NaN","0.16","NaN","6.57"
"286","Gomez","DEF","LIV","4.5","0.16","NaN","0.18","NaN","0.13","NaN","0.19","NaN","0.17","NaN","6.03"
"404","Stephens","DEF","SOU","4.5","0.12","NaN","0.18","NaN","0.15","NaN","0.15","NaN","0.15","NaN","5.97"
"0","Emerson P","DEF","CHE","3","0.19","NaN","0.17","NaN","0.19","NaN","0.20","NaN","0.19","NaN","7.14"
"115","Alzate","MID","BHA","4.5","0.16","NaN","0.17","NaN","0.17","NaN","0.18","NaN","0.17","NaN","6.43"
"97","Forss","FWD","BRE","4.5","0.16","NaN","0.17","NaN","0.17","NaN","0.17","NaN","0.16","NaN","6.23"
"187","Gbamin","MID","EVE","4.5","0.16","NaN","0.16","NaN","0.18","NaN","0.16","NaN","0.17","NaN","6.28"
"237","Greenwood","FWD","LEE","4.5","0.16","NaN","0.16","NaN","0.15","NaN","0.15","NaN","0.16","NaN","5.88"
"324","Ortega","GK","MCI","4","0.13","NaN","0.15","NaN","0.13","NaN","0.15","NaN","0.15","NaN","5.20"
"58","Stanislas","MID","BOU","5","0.17","NaN","0.14","NaN","0.16","NaN","0.15","NaN","0.17","NaN","6.21"
"434","Winks","MID","TOT","4.5","0.15","NaN","0.14","NaN","0.15","NaN","0.15","NaN","0.14","NaN","5.55"
"0","Hill","DEF","BOU","3","0.41","NaN","0.13","NaN","0.34","NaN","0.15","NaN","0.48","NaN","13.38"
"505","Rothwell","MID","BOU","5","0.15","NaN","0.13","NaN","0.15","NaN","0.14","NaN","0.16","NaN","5.67"
"0","Bellerin","DEF","ARS","3","0.12","NaN","0.13","NaN","0.13","NaN","0.13","NaN","0.13","NaN","4.50"
"435","D Sanchez","DEF","TOT","4.5","0.19","NaN","0.12","NaN","0.19","NaN","0.17","NaN","0.14","NaN","5.94"
"133","Kepa","GK","CHE","4.5","0.13","NaN","0.12","NaN","0.13","NaN","0.13","NaN","0.13","NaN","4.92"
"289","Kelleher","GK","LIV","4","0.10","NaN","0.11","NaN","0.09","NaN","0.12","NaN","0.11","NaN","3.94"
"384","Lolley","MID","NFO","5","0.10","NaN","0.11","NaN","0.10","NaN","0.10","NaN","0.09","NaN","3.90"
"207","Gazzaniga","GK","FUL","4","0.08","NaN","0.11","NaN","0.12","NaN","0.09","NaN","0.12","NaN","3.92"
"517","Strakosha","GK","BRE","4.5","0.10","NaN","0.10","NaN","0.11","NaN","0.12","NaN","0.11","NaN","4.08"
"278","Chamberlain","MID","LIV","5","0.10","NaN","0.10","NaN","0.09","NaN","0.11","NaN","0.10","NaN","3.67"
"364","Krafth","DEF","NEW","4.5","0.11","NaN","0.09","NaN","0.07","NaN","0.10","NaN","0.06","NaN","3.40"
"343","B Williams","DEF","MUN","4","0.10","NaN","0.09","NaN","0.07","NaN","0.10","NaN","0.09","NaN","3.57"
"36","Sanson","MID","AVL","4.5","0.09","NaN","0.09","NaN","0.09","NaN","0.09","NaN","0.08","NaN","3.36"
"54","Archer","FWD","AVL","4.5","0.09","NaN","0.09","NaN","0.08","NaN","0.09","NaN","0.08","NaN","3.26"
"24","Turner","GK","ARS","4","0.09","NaN","0.09","NaN","0.09","NaN","0.09","NaN","0.09","NaN","3.19"
"48","Chukwuemeka","MID","AVL","4.5","0.09","NaN","0.09","NaN","0.08","NaN","0.09","NaN","0.08","NaN","3.19"
"507","Niakhate","DEF","NFO","4.5","0.08","NaN","0.09","NaN","0.09","NaN","0.08","NaN","0.05","NaN","3.30"
"494","Mosquera","DEF","WOL","4","0.08","NaN","0.09","NaN","0.06","NaN","0.09","NaN","0.09","NaN","3.14"
"393","Mbe Soh","DEF","NFO","4.5","0.08","NaN","0.09","NaN","0.08","NaN","0.07","NaN","0.05","NaN","3.06"
"392","Laryea","DEF","NFO","4.5","0.08","NaN","0.09","NaN","0.08","NaN","0.07","NaN","0.05","NaN","3.04"
"501","N Phillips","DEF","LIV","4","0.08","NaN","0.09","NaN","0.06","NaN","0.09","NaN","0.09","NaN","2.98"
"38","Hause","DEF","AVL","4.5","0.08","NaN","0.09","NaN","0.08","NaN","0.08","NaN","0.06","NaN","2.82"
"525","Augustinsson","DEF","AVL","4.5","0.08","NaN","0.09","NaN","0.07","NaN","0.08","NaN","0.06","NaN","2.62"
"414","Valery","DEF","SOU","4","0.06","NaN","0.09","NaN","0.08","NaN","0.08","NaN","0.08","NaN","3.11"
"153","Tomkins","DEF","CRY","4","0.14","NaN","0.08","NaN","0.16","NaN","0.07","NaN","0.17","NaN","5.35"
"522","Spence","DEF","TOT","4.5","0.10","NaN","0.08","NaN","0.11","NaN","0.10","NaN","0.09","NaN","3.50"
"176","Begovic","GK","EVE","4","0.08","NaN","0.08","NaN","0.10","NaN","0.08","NaN","0.08","NaN","3.01"
"511","O Richards","DEF","NFO","4.5","0.08","NaN","0.08","NaN","0.08","NaN","0.07","NaN","0.05","NaN","2.94"
"35","Olsen","GK","AVL","4","0.08","NaN","0.08","NaN","0.07","NaN","0.07","NaN","0.06","NaN","2.69"
"56","Guilbert","DEF","AVL","4","0.08","NaN","0.08","NaN","0.07","NaN","0.08","NaN","0.05","NaN","2.60"
"492","Sarkic","GK","WOL","4","0.07","NaN","0.08","NaN","0.06","NaN","0.07","NaN","0.08","NaN","2.62"
"473","Areola","GK","WHU","4.5","0.06","NaN","0.08","NaN","0.08","NaN","0.07","NaN","0.06","NaN","2.70"
"77","Dennis","GK","BOU","4","0.11","NaN","0.07","NaN","0.10","NaN","0.07","NaN","0.12","NaN","3.74"
"426","Forster","GK","TOT","4","0.08","NaN","0.07","NaN","0.09","NaN","0.08","NaN","0.07","NaN","2.94"
"348","Heaton","GK","MUN","4","0.08","NaN","0.07","NaN","0.06","NaN","0.07","NaN","0.07","NaN","2.73"
"337","Lindelof","DEF","MUN","4.5","0.08","NaN","0.07","NaN","0.05","NaN","0.07","NaN","0.06","NaN","2.57"
"396","Ojeda","MID","NFO","4.5","0.07","NaN","0.07","NaN","0.07","NaN","0.07","NaN","0.07","NaN","2.72"
"378","Arter","MID","NFO","4.5","0.07","NaN","0.07","NaN","0.07","NaN","0.07","NaN","0.06","NaN","2.67"
"422","Bazunu","GK","SOU","4.5","0.05","NaN","0.07","NaN","0.06","NaN","0.06","NaN","0.06","NaN","2.48"
"254","D Ward","GK","LEI","4","0.08","NaN","0.06","NaN","0.08","NaN","0.06","NaN","0.06","NaN","2.60"
"362","Dummett","DEF","NEW","4","0.08","NaN","0.06","NaN","0.04","NaN","0.07","NaN","0.04","NaN","2.44"
"236","Klaesson","GK","LEE","4","0.07","NaN","0.06","NaN","0.06","NaN","0.06","NaN","0.07","NaN","2.36"
"196","Branthwaite","DEF","EVE","4","0.06","NaN","0.06","NaN","0.08","NaN","0.06","NaN","0.06","NaN","2.33"
"518","Hennessey","GK","NFO","4","0.06","NaN","0.06","NaN","0.06","NaN","0.05","NaN","0.04","NaN","2.32"
"65","Stacey","DEF","BOU","4.5","0.14","NaN","0.05","NaN","0.12","NaN","0.06","NaN","0.16","NaN","4.58"
"253","Vestergaard","DEF","LEI","4","0.08","NaN","0.05","NaN","0.08","NaN","0.05","NaN","0.06","NaN","2.53"
"198","Nkounkou","DEF","EVE","4","0.05","NaN","0.05","NaN","0.07","NaN","0.05","NaN","0.05","NaN","1.94"
"22","Torreira","MID","ARS","4.5","0.05","NaN","0.05","NaN","0.05","NaN","0.06","NaN","0.05","NaN","1.92"
"27","Marquinhos","MID","ARS","5","0.05","NaN","0.05","NaN","0.05","NaN","0.05","NaN","0.05","NaN","1.86"
"23","Nelson","MID","ARS","5","0.05","NaN","0.05","NaN","0.05","NaN","0.05","NaN","0.05","NaN","1.82"
"0","Batshuayi","FWD","CHE","3","0.05","NaN","0.05","NaN","0.05","NaN","0.05","NaN","0.05","NaN","1.81"
"91","Sorensen","DEF","BRE","4.5","0.04","NaN","0.05","NaN","0.05","NaN","0.06","NaN","0.05","NaN","1.77"
"0","Kouyate","DEF","CRY","3","0.06","NaN","0.04","NaN","0.07","NaN","0.04","NaN","0.08","NaN","2.51"
"0","Lo Celso","MID","TOT","3","0.06","NaN","0.04","NaN","0.06","NaN","0.05","NaN","0.05","NaN","1.98"
"0","Bryan Gil","MID","TOT","3","0.05","NaN","0.04","NaN","0.05","NaN","0.05","NaN","0.05","NaN","1.79"
"0","Ndombele","MID","TOT","3","0.05","NaN","0.04","NaN","0.05","NaN","0.05","NaN","0.04","NaN","1.70"
"240","Summerville","MID","LEE","4.5","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","0.05","NaN","1.61"
"0","Poveda","MID","LEE","3","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","1.61"
"99","Bidstrup","MID","BRE","4.5","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","1.58"
"0","A Gray","MID","LEE","3","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","1.58"
"119","Sarmiento","MID","BHA","4.5","0.04","NaN","0.04","NaN","0.04","NaN","0.05","NaN","0.04","NaN","1.58"
"202","Knockaert","MID","FUL","5","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","1.57"
"121","T Richards","MID","BHA","4.5","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","1.56"
"126","Kozlowski","MID","BHA","4.5","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","1.56"
"172","Rak-Sakyi","MID","CRY","4.5","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","1.56"
"0","Fosu","MID","BRE","3","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","1.52"
"263","Choudhury","MID","LEI","4.5","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","1.52"
"247","Gyabi","MID","LEE","4.5","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","1.48"
"2","Leno","GK","ARS","4.5","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","1.47"
"0","Vale","MID","CHE","3","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","1.47"
"0","Morton","MID","LIV","3","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","1.45"
"20","Mari","DEF","ARS","4.5","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","1.40"
"521","Francois","MID","FUL","4.5","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","0.04","NaN","1.39"
"0","Scherpen","GK","BHA","3","0.03","NaN","0.04","NaN","0.03","NaN","0.04","NaN","0.04","NaN","1.40"
"102","Steele","GK","BHA","4","0.03","NaN","0.04","NaN","0.03","NaN","0.04","NaN","0.04","NaN","1.38"
"250","Bertrand","DEF","LEI","4","0.04","NaN","0.03","NaN","0.04","NaN","0.03","NaN","0.03","NaN","1.31"
"0","Karbownik","DEF","BHA","3","0.02","NaN","0.02","NaN","0.02","NaN","0.02","NaN","0.02","NaN","0.76"
"55","Philogene-Bidace","MID","AVL","4.5","0.02","NaN","0.02","NaN","0.02","NaN","0.02","NaN","0.02","NaN","0.75"
"68","Pearson","MID","BOU","4.5","0.02","NaN","0.02","NaN","0.02","NaN","0.02","NaN","0.02","NaN","0.66"
"49","Iroegbunam","MID","AVL","4.5","0.02","NaN","0.02","NaN","0.02","NaN","0.02","NaN","0.02","NaN","0.63"
"502","Carson","GK","MCI","4","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.32"
"497","Adrian","GK","LIV","4","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.30"
"0","Bettinelli","GK","CHE","3","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.30"
"0","Runarsson","GK","ARS","3","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.29"
"451","Austin","GK","TOT","4","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.28"
"0","Steer","GK","AVL","3","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.26"
"0","Sinisalo","GK","AVL","3","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.26"
"0","Randolph","GK","WHU","3","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.26"
"0","Marschall","GK","AVL","3","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.25"
"100","Balcombe","GK","BRE","4","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.25"
"442","Rodon","DEF","TOT","4","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.25"
"351","Fernandez","DEF","NEW","4.5","0.01","NaN","0.01","NaN","0.00","NaN","0.01","NaN","0.00","NaN","0.24"
"339","Bailly","DEF","MUN","4","0.01","NaN","0.01","NaN","0.00","NaN","0.01","NaN","0.01","NaN","0.24"
"0","J Smith","GK","NFO","3","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.00","NaN","0.23"
"0","Tuanzebe","DEF","MUN","3","0.01","NaN","0.01","NaN","0.00","NaN","0.01","NaN","0.01","NaN","0.22"
"328","P Jones","DEF","MUN","4","0.01","NaN","0.01","NaN","0.00","NaN","0.01","NaN","0.01","NaN","0.21"
"456","Ogbonna","DEF","WHU","4.5","0.00","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.25"
"470","Diop","DEF","WHU","4.5","0.00","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.24"
"0","Small","DEF","SOU","3","0.00","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.21"
"316","Palmer","MID","MCI","4.5","0.00","NaN","0.01","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.17"
"439","Tanganga","DEF","TOT","4","0.01","NaN","0.00","NaN","0.01","NaN","0.01","NaN","0.01","NaN","0.24"
"322","Wilson-Esbrand","DEF","MCI","4","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.17"
"0","Kostic","DEF","WHU","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.17"
"320","Mbete","DEF","MCI","4","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.16"
"0","Young-Coombes","FWD","BRE","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.16"
"0","Dobbin","FWD","EVE","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.16"
"0","A Diallo","FWD","MUN","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.16"
"500","van den Berg","DEF","LIV","4","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.15"
"0","S Hughes","DEF","LEI","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.15"
"0","Jordao","MID","WOL","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.15"
"0","Oulad","MID","ARS","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.15"
"0","Maghoma","MID","BRE","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.15"
"0","Anderson","MID","NEW","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.15"
"0","O'Reilly","MID","AVL","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.15"
"0","Peart-Harris","MID","BRE","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.15"
"0","Campbell","MID","WOL","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.15"
"0","Chong","MID","MUN","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.15"
"0","M Longstaff","MID","NEW","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.15"
"0","Garnacho","MID","MUN","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.15"
"0","Cutrone","FWD","WOL","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.15"
"0","Mara","FWD","SOU","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.15"
"0","Zeqiri","FWD","BHA","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.15"
"0","Dervisoglu","FWD","BRE","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.15"
"0","Andone","FWD","BHA","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.15"
"0","Hayden","DEF","AVL","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"0","Feeney","DEF","AVL","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"0","Stevens","DEF","BRE","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"0","van Hecke","DEF","BHA","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"0","Bueno","DEF","WOL","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"0","Offiah","DEF","BHA","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"386","Drager","DEF","NFO","4","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"0","Ashby","DEF","WHU","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"0","Ekwah","DEF","WHU","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"0","Adaramola","DEF","CRY","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"452","Devine","MID","TOT","4.5","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"449","H White","MID","TOT","4.5","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"347","Pellistri","MID","MUN","4.5","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"0","Oko-Flex","MID","WHU","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"0","Mejbri","MID","MUN","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"0","Da Costa","FWD","NFO","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"0","Simms","FWD","EVE","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"0","Valencia","FWD","BRE","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"219","Stansfield","FWD","FUL","4.5","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"0","E Ferguson","FWD","BHA","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"453","Parrott","FWD","TOT","4.5","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.14"
"96","Goode","DEF","BRE","4","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.13"
"98","Thompson","DEF","BRE","4","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.13"
"273","Brunt","DEF","LEI","4","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.13"
"0","Bogarde","DEF","AVL","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.13"
"0","Drameh","DEF","LEE","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.13"
"0","Welch","DEF","EVE","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.13"
"0","Chrisene","MID","AVL","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.13"
"0","Chesters","MID","WHU","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.13"
"509","Downes","MID","WHU","4.5","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.13"
"0","Onyango","MID","EVE","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.13"
"321","Lavia","MID","SOU","4.5","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.13"
"0","Coventry","MID","WHU","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.13"
"0","Price","MID","EVE","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.13"
"447","Scarlett","FWD","TOT","4.5","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.13"
"243","Hjelde","DEF","LEE","4","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.12"
"0","Kris Moore","DEF","LEE","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.12"
"0","L Davis","DEF","LEE","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.10"
"317","McAtee","MID","MCI","4.5","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.08"
"323","Delap","FWD","MCI","4.5","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.08"
"0","Kayky","FWD","MCI","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.07"
"353","Darlow","GK","NEW","4","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.03"
"0","Gillespie","GK","NEW","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.03"
"495","Matthews","GK","CRY","4","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.03"
"421","Lis","GK","SOU","4","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.03"
"0","Cox","GK","BRE","3","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.02"
"424","Caballero","GK","SOU","4","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.02"
"482","Semedo","DEF","WOL","5","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00","NaN","0.00"