Name,ID,Team,Position,Cost,OfficialFPLSite,theFPLKiwi,FPLReview,Average
Salah,283,LIV,MID,13.0,5.5,6.28,7.38,6.386666666666667
Kane,427,TOT,FWD,11.5,4.5,6.44,6.46,5.800000000000001
Son,428,TOT,MID,12.0,4.2,6.38,6.37,5.6499999999999995
Alexander-Arnold,285,LIV,DEF,7.5,5.5,5.47,5.64,5.536666666666666
De Bruyne,301,MCI,MID,12.0,4.7,4.85,5.0,4.85
Haaland,318,MCI,FWD,11.5,5.0,4.13,5.42,4.85
Robertson,284,LIV,DEF,7.0,5.2,4.41,4.9,4.836666666666666
Alisson,281,LIV,GK,5.5,5.5,4.16,4.27,4.643333333333333
Fernandes,333,MUN,MID,10.0,3.7,5.1,4.91,4.57
Cancelo,306,MCI,DEF,7.0,4.7,4.84,3.87,4.47
Van Dijk,280,LIV,DEF,6.5,4.8,4.0,4.44,4.413333333333334
Luis Díaz,293,LIV,MID,8.0,4.2,3.79,5.12,4.369999999999999
Ederson,307,MCI,GK,5.5,5.0,3.83,3.92,4.25
Lloris,425,TOT,GK,5.5,4.5,4.03,3.97,4.166666666666667
Sterling,304,CHE,MID,10.0,3.7,4.76,4.0,4.153333333333333
James,146,CHE,DEF,6.0,3.5,4.42,4.43,4.116666666666666
Darwin,297,LIV,FWD,9.0,4.5,3.37,4.43,4.1
Wilson,356,NEW,FWD,7.5,2.9,4.41,4.88,4.0633333333333335
Mount,142,CHE,MID,8.0,3.2,4.18,4.78,4.053333333333333
Mahrez,303,MCI,MID,8.0,3.7,3.8,4.26,3.92
Vardy,255,LEI,FWD,9.5,3.2,3.95,4.58,3.91
Matip,276,LIV,DEF,6.0,4.5,3.14,4.01,3.8833333333333333
Chilwell,139,CHE,DEF,6.0,3.5,3.99,4.07,3.8533333333333335
Foden,314,MCI,MID,8.0,3.7,4.19,3.67,3.8533333333333335
Maddison,261,LEI,MID,8.0,2.7,4.11,4.7,3.836666666666667
Dias,312,MCI,DEF,6.0,4.0,3.66,3.8,3.8200000000000003
Pope,376,NEW,GK,5.0,3.6,3.82,3.98,3.8
Jesus,28,ARS,FWD,8.0,3.1,3.89,4.39,3.793333333333333
De Gea,327,MUN,GK,5.0,3.6,3.95,3.76,3.77
Saka,13,ARS,MID,8.0,3.2,3.83,4.2,3.743333333333333
Mendy,147,CHE,GK,5.0,3.6,3.9,3.69,3.7299999999999995
Ramsdale,15,ARS,GK,5.0,3.6,4.07,3.49,3.7199999999999998
Martínez,31,AVL,GK,5.0,3.6,3.94,3.61,3.716666666666667
Saint-Maximin,368,NEW,MID,6.5,2.8,3.97,4.19,3.6533333333333333
Watkins,40,AVL,FWD,7.5,2.9,4.15,3.89,3.646666666666667
Perišić,448,TOT,DEF,5.5,3.1,3.38,4.34,3.6066666666666665
Targett,367,NEW,DEF,5.0,2.8,4.15,3.84,3.5966666666666662
Trippier,357,NEW,DEF,5.0,2.8,3.71,4.25,3.5866666666666664
Schmeichel,248,LEI,GK,5.0,3.1,3.86,3.78,3.58
Laporte,309,MCI,DEF,6.0,4.0,3.14,3.6,3.58
Bamford,227,LEE,FWD,7.5,1.9,4.39,4.44,3.5766666666666667
Kulusevski,446,TOT,MID,8.0,3.2,3.55,3.95,3.5666666666666664
Sancho,340,MUN,MID,7.5,3.0,3.81,3.78,3.53
Sá,478,WOL,GK,5.0,3.6,3.46,3.37,3.4766666666666666
Bruno Guimarães,374,NEW,MID,6.0,2.6,3.84,3.95,3.4633333333333334
Romero,443,TOT,DEF,5.0,2.8,3.78,3.72,3.4333333333333336
Digne,33,AVL,DEF,5.0,2.8,3.87,3.61,3.4266666666666663
Ronaldo,326,MUN,FWD,10.5,4.1,2.4,3.7,3.3999999999999995
Jiménez,476,WOL,FWD,7.0,2.7,3.69,3.7,3.3633333333333333
Coutinho,29,AVL,MID,7.0,2.9,3.43,3.69,3.34
Botman,377,NEW,DEF,4.5,2.3,3.83,3.74,3.29
Toney,80,BRE,FWD,7.0,2.2,3.84,3.8,3.28
Havertz,145,CHE,FWD,8.0,3.1,3.05,3.66,3.27
Bernardo,311,MCI,MID,7.0,3.4,3.65,2.74,3.2633333333333328
Grealish,305,MCI,MID,7.0,3.4,3.11,3.19,3.233333333333333
Zaha,160,CRY,MID,7.0,1.9,3.84,3.94,3.2266666666666666
Thiago Silva,128,CHE,DEF,5.5,3.1,3.09,3.47,3.2199999999999998
Cash,43,AVL,DEF,5.0,2.8,3.55,3.29,3.2133333333333334
Rashford,335,MUN,MID,6.5,2.8,3.36,3.47,3.21
Barnes,264,LEI,MID,7.0,2.4,3.19,3.87,3.1533333333333333
Dier,430,TOT,DEF,5.0,2.8,3.66,2.96,3.1399999999999997
Solanke,66,BOU,FWD,6.0,1.3,3.95,4.14,3.13
Ødegaard,7,ARS,MID,6.5,2.8,3.18,3.39,3.1233333333333335
Fabinho,282,LIV,MID,5.5,3.5,2.63,3.13,3.0866666666666664
Martinelli,19,ARS,MID,6.0,2.6,2.98,3.58,3.0533333333333332
Calvert-Lewin,191,EVE,FWD,8.0,2.1,3.56,3.48,3.046666666666667
Gabriel,16,ARS,DEF,5.0,2.8,3.1,3.21,3.036666666666666
Meslier,238,LEE,GK,4.5,1.7,3.83,3.57,3.033333333333333
Lenglet,513,TOT,DEF,5.0,2.8,2.87,3.41,3.0266666666666664
Diego Carlos,50,AVL,DEF,5.0,2.8,3.01,3.14,2.983333333333333
Rodri,315,MCI,MID,6.0,3.1,2.86,2.98,2.9799999999999995
Henderson,275,LIV,MID,5.5,3.5,2.68,2.57,2.9166666666666665
Tielemans,259,LEI,MID,6.5,2.3,3.2,3.18,2.893333333333333
Sinisterra,508,LEE,MID,6.5,1.8,3.19,3.63,2.8733333333333335
Raya,81,BRE,GK,4.5,2.2,3.14,3.28,2.873333333333333
Martial,345,MUN,FWD,7.0,2.7,3.49,2.41,2.866666666666667
Neto,486,WOL,MID,5.5,2.5,2.65,3.42,2.8566666666666665
Thiago,277,LIV,MID,5.5,3.5,2.16,2.87,2.8433333333333337
Joelinton,371,NEW,MID,6.0,2.6,3.17,2.75,2.84
Bowen,465,WHU,MID,8.5,1.8,3.36,3.25,2.8033333333333332
Travers,72,BOU,GK,4.5,1.7,3.3,3.37,2.79
Tomiyasu,14,ARS,DEF,4.5,2.3,3.15,2.92,2.7899999999999996
Kristensen,244,LEE,DEF,5.0,1.8,3.44,3.07,2.77
McGinn,37,AVL,MID,5.5,2.5,3.18,2.6,2.76
Walker,299,MCI,DEF,5.0,3.3,2.04,2.91,2.75
Neves,480,WOL,MID,5.5,2.5,2.84,2.9,2.7466666666666666
Ings,30,AVL,FWD,7.0,2.7,2.73,2.79,2.7399999999999993
Pickford,182,EVE,GK,4.5,1.7,3.29,3.19,2.7266666666666666
Coady,475,WOL,DEF,5.0,2.8,2.69,2.66,2.716666666666667
Zinchenko,313,ARS,DEF,5.0,2.8,2.71,2.56,2.69
Sánchez,113,BHA,GK,4.5,1.7,3.12,3.25,2.69
Varane,329,MUN,DEF,5.0,2.8,1.99,3.25,2.6799999999999997
Mings,39,AVL,DEF,4.5,2.3,2.6,3.12,2.673333333333333
Doherty,429,TOT,DEF,5.0,2.8,1.5,3.69,2.663333333333333
Firmino,279,LIV,FWD,8.0,4.1,2.48,1.4,2.66
Tierney,8,ARS,DEF,5.0,2.8,3.54,1.64,2.6599999999999997
Fabianski,455,WHU,GK,5.0,2.1,2.78,3.08,2.6533333333333333
Jonny,477,WOL,DEF,4.5,2.3,2.83,2.83,2.6533333333333333
Ramsey,47,AVL,MID,5.5,2.5,2.88,2.57,2.6499999999999995
Ward-Prowse,407,SOU,MID,6.5,1.8,3.2,2.87,2.623333333333333
Trossard,111,BHA,MID,6.5,1.8,3.45,2.61,2.6199999999999997
Maguire,330,MUN,DEF,5.0,2.8,2.52,2.49,2.6033333333333335
Fofana,272,LEI,DEF,4.5,1.8,2.82,3.17,2.5966666666666667
Dalot,342,MUN,DEF,4.5,2.3,2.71,2.78,2.5966666666666662
Bailey,45,AVL,MID,5.0,2.0,3.02,2.73,2.583333333333333
Fred,331,MUN,MID,5.5,2.5,2.92,2.32,2.58
Fraser,359,NEW,MID,5.5,2.5,2.3,2.9,2.5666666666666664
Mbeumo,95,BRE,FWD,6.0,1.8,2.92,2.98,2.5666666666666664
White,10,ARS,DEF,4.5,2.3,3.03,2.35,2.5599999999999996
Awoniyi,397,NFO,FWD,6.0,1.3,3.19,3.19,2.5599999999999996
Henderson,398,NFO,GK,4.5,1.7,2.86,3.1,2.5533333333333332
Llorente,228,LEE,DEF,4.5,1.3,3.26,3.07,2.543333333333333
Werner,137,CHE,FWD,8.0,3.1,2.22,2.3,2.54
Billing,70,BOU,MID,5.5,1.5,2.77,3.35,2.5399999999999996
Anthony,75,BOU,MID,5.5,1.5,2.99,3.11,2.533333333333333
Castagne,258,LEI,DEF,4.5,1.8,2.34,3.35,2.4966666666666666
Moutinho,503,WOL,MID,5.0,2.0,2.77,2.71,2.493333333333333
Davies,432,TOT,DEF,5.0,2.8,2.55,2.12,2.4899999999999998
Johnson,394,NFO,FWD,6.0,1.3,3.01,3.11,2.473333333333333
Shelvey,349,NEW,MID,5.0,2.0,3.09,2.31,2.466666666666667
Adams,411,SOU,FWD,6.5,1.5,3.14,2.76,2.466666666666667
Schär,366,NEW,DEF,4.5,2.3,2.31,2.75,2.453333333333333
Mitrović,210,FUL,FWD,6.5,0.5,3.55,3.2,2.4166666666666665
Gordon,195,EVE,MID,5.5,1.5,2.83,2.92,2.4166666666666665
Nørgaard,79,BRE,MID,5.5,2.0,2.68,2.54,2.4066666666666663
Bentancur,440,TOT,MID,5.5,2.5,2.21,2.51,2.4066666666666663
Eze,169,CRY,MID,5.5,1.5,2.63,3.08,2.4033333333333333
Boly,474,WOL,DEF,4.5,2.3,2.48,2.42,2.3999999999999995
Iheanacho,262,LEI,FWD,6.5,2.0,3.11,2.08,2.3966666666666665
Rodrigo,225,LEE,MID,6.0,1.6,2.12,3.45,2.3899999999999997
Evans,249,LEI,DEF,4.5,1.8,2.45,2.91,2.3866666666666667
Harrison,233,LEE,MID,6.0,1.6,1.95,3.6,2.3833333333333333
Andersen,165,CRY,DEF,4.5,1.3,3.23,2.61,2.38
Buendía,42,AVL,MID,6.0,2.6,2.01,2.48,2.3633333333333333
Gray,189,EVE,MID,5.5,1.5,2.54,3.05,2.3633333333333333
Christie,69,BOU,MID,5.5,1.5,2.74,2.8,2.3466666666666667
Højbjerg,433,TOT,MID,5.5,2.5,2.98,1.51,2.33
Mac Allister,116,BHA,MID,5.5,1.5,2.73,2.75,2.3266666666666667
Guéhi,167,CRY,DEF,4.5,1.3,3.0,2.64,2.313333333333333
Burn,358,NEW,DEF,4.5,2.3,2.93,1.69,2.3066666666666666
McCarthy,401,SOU,GK,4.5,1.7,2.37,2.83,2.3
Aït-Nouri,487,WOL,DEF,4.5,2.3,2.93,1.66,2.296666666666667
Janelt,86,BRE,MID,5.5,2.0,2.43,2.45,2.293333333333333
Guaita,152,CRY,GK,4.5,1.7,2.01,3.17,2.293333333333333
McTominay,338,MUN,MID,5.0,2.0,2.99,1.88,2.29
Xhaka,3,ARS,MID,5.0,2.0,2.51,2.33,2.28
Stones,302,MCI,DEF,5.5,3.6,1.54,1.67,2.27
Shaw,332,MUN,DEF,5.0,2.8,2.96,1.03,2.263333333333333
Antonio,458,WHU,FWD,7.5,1.4,2.46,2.92,2.26
Mateta,168,CRY,FWD,5.5,1.0,2.83,2.92,2.25
Elanga,344,MUN,MID,5.0,2.0,1.65,3.1,2.25
Kelly,73,BOU,DEF,4.5,1.3,2.89,2.55,2.2466666666666666
Welbeck,103,BHA,FWD,6.5,1.5,2.8,2.41,2.2366666666666664
Justin,268,LEI,DEF,4.5,1.8,2.37,2.54,2.2366666666666664
Kanté,134,CHE,MID,5.0,2.0,2.0,2.71,2.2366666666666664
Gündogan,300,MCI,MID,7.5,3.5,1.93,1.25,2.2266666666666666
Wood,354,NEW,FWD,6.0,2.3,3.44,0.92,2.2199999999999998
Dewsbury-Hall,266,LEI,MID,5.0,1.5,2.66,2.48,2.2133333333333334
Willock,373,NEW,MID,5.0,2.0,2.95,1.68,2.21
Kovacic,132,CHE,MID,5.0,2.0,2.33,2.29,2.2066666666666666
Diogo Jota,288,LIV,FWD,9.0,2.2,2.47,1.88,2.183333333333333
A.Doucouré,185,EVE,MID,5.5,1.5,2.55,2.5,2.183333333333333
Wilson,212,FUL,MID,6.0,0.6,3.1,2.83,2.1766666666666667
Cucurella,112,BHA,DEF,5.0,1.8,2.84,1.87,2.17
Jansson,78,BRE,DEF,4.5,1.8,2.36,2.29,2.15
Smith Rowe,12,ARS,MID,6.0,2.6,2.04,1.8,2.1466666666666665
Mitchell,170,CRY,DEF,4.5,1.3,2.69,2.45,2.1466666666666665
Keita,287,LIV,MID,5.0,3.0,1.64,1.79,2.143333333333333
Mepham,71,BOU,DEF,4.5,1.3,2.57,2.54,2.1366666666666667
Hwang,481,WOL,MID,6.0,2.6,1.41,2.4,2.1366666666666667
Soucek,468,WHU,MID,5.5,1.0,2.81,2.51,2.1066666666666665
Dunk,106,BHA,DEF,4.5,1.3,2.69,2.32,2.1033333333333335
Undav,123,BHA,FWD,5.5,1.0,2.5,2.8,2.0999999999999996
Ndidi,265,LEI,MID,5.0,1.5,2.63,2.17,2.0999999999999996
Podence,483,WOL,MID,5.5,2.5,2.39,1.36,2.0833333333333335
Bissouma,444,TOT,MID,5.0,2.0,1.93,2.32,2.083333333333333
Iwobi,186,EVE,MID,5.5,1.5,2.4,2.32,2.0733333333333333
Jorginho,130,CHE,MID,6.0,2.6,1.76,1.85,2.0700000000000003
Kamara,53,AVL,MID,5.0,2.0,1.81,2.39,2.0666666666666664
Wissa,89,BRE,MID,5.5,2.0,1.32,2.88,2.0666666666666664
Rodák,213,FUL,GK,4.5,0.7,2.48,2.99,2.0566666666666666
Aaronson,246,LEE,MID,5.5,1.5,2.6,2.06,2.0533333333333332
Clyne,157,CRY,DEF,4.5,1.3,2.51,2.34,2.05
R.Sessegnon,436,TOT,DEF,4.5,2.3,2.43,1.37,2.033333333333333
Olise,171,CRY,MID,5.5,1.5,1.99,2.6,2.03
Jensen,88,BRE,MID,5.0,1.5,2.17,2.41,2.0266666666666664
Konaté,290,LIV,DEF,5.0,3.8,1.19,0.99,1.9933333333333334
Lucas Moura,431,TOT,MID,6.0,2.6,1.74,1.63,1.9899999999999998
Mykolenko,194,EVE,DEF,4.5,1.3,2.19,2.45,1.98
Lerma,64,BOU,MID,5.0,1.0,2.49,2.43,1.9733333333333332
Elyounoussi,406,SOU,MID,5.5,1.5,2.22,2.15,1.9566666666666666
Fornals,469,WHU,MID,5.5,1.0,2.42,2.4,1.94
Smith,57,BOU,DEF,4.5,1.3,2.69,1.83,1.94
Dendoncker,479,WOL,MID,5.0,2.0,2.24,1.57,1.9366666666666668
Cooper,221,LEE,DEF,4.5,1.3,1.59,2.87,1.92
Webster,108,BHA,DEF,4.5,1.3,2.15,2.24,1.8966666666666667
Hickey,510,BRE,DEF,5.0,2.3,1.91,1.46,1.89
Roca,245,LEE,MID,5.0,1.0,2.54,2.1,1.8800000000000001
Malacia,504,MUN,DEF,4.5,2.3,0.36,2.98,1.88
Adams,506,LEE,MID,5.0,1.0,2.3,2.33,1.8766666666666665
Benrahma,464,WHU,MID,6.0,1.1,2.34,2.15,1.8633333333333333
Álvarez,319,MCI,FWD,6.5,3.0,1.89,0.7,1.8633333333333333
Struijk,235,LEE,DEF,4.5,1.3,1.62,2.67,1.8633333333333333
Ricardo,256,LEI,DEF,4.5,1.8,2.72,1.06,1.8599999999999999
Fredericks,59,BOU,DEF,4.5,1.3,2.05,2.22,1.8566666666666667
Cook,67,BOU,MID,5.0,1.0,2.24,2.32,1.8533333333333335
Veltman,109,BHA,DEF,4.5,1.3,2.43,1.82,1.85
Gibbs-White,493,WOL,MID,5.5,2.5,2.86,0.17,1.843333333333333
Maupay,110,BHA,FWD,6.5,1.5,2.56,1.44,1.8333333333333333
A.Armstrong,408,SOU,FWD,5.5,1.0,2.24,2.24,1.8266666666666667
Eriksen,519,MUN,MID,6.5,2.8,1.77,0.91,1.8266666666666667
Lanzini,460,WHU,MID,5.5,1.0,2.2,2.24,1.8133333333333335
Ayew,159,CRY,MID,5.5,1.5,2.06,1.87,1.8099999999999998
S.Armstrong,405,SOU,MID,5.0,1.0,2.25,2.15,1.8
Pulisic,140,CHE,MID,6.0,2.6,1.81,0.96,1.79
Romeu,402,SOU,MID,5.0,1.0,2.15,2.2,1.7833333333333332
Pinnock,92,BRE,DEF,4.5,0.5,2.61,2.2,1.77
Caicedo,120,BHA,MID,5.0,1.0,2.0,2.31,1.77
Mwepu,118,BHA,MID,5.5,1.5,1.48,2.32,1.7666666666666666
Almirón,369,NEW,MID,5.0,2.0,0.64,2.63,1.7566666666666664
Henry,85,BRE,DEF,4.5,1.8,1.19,2.27,1.7533333333333332
Worrall,388,NFO,DEF,4.5,1.3,2.2,1.75,1.75
Cresswell,457,WHU,DEF,5.0,1.3,2.09,1.82,1.7366666666666666
Adama,491,WOL,MID,5.5,2.5,1.73,0.91,1.7133333333333334
Rice,467,WHU,MID,5.0,0.5,2.33,2.29,1.7066666666666666
Schlupp,161,CRY,MID,5.0,1.0,2.04,2.07,1.7033333333333331
Redmond,403,SOU,MID,5.5,1.5,1.83,1.77,1.6999999999999997
Nketiah,11,ARS,FWD,7.0,2.7,1.22,1.16,1.6933333333333334
Lamptey,114,BHA,DEF,4.5,1.3,1.74,1.99,1.6766666666666667
McKenna,385,NFO,DEF,4.5,1.3,2.2,1.53,1.6766666666666667
N.Williams,295,NFO,DEF,4.0,0.5,2.21,2.29,1.6666666666666665
Gross,104,BHA,MID,5.5,1.5,1.31,2.16,1.6566666666666667
Zemura,76,BOU,DEF,4.5,1.3,2.01,1.65,1.6533333333333329
Tarkowski,199,EVE,DEF,4.5,1.3,1.49,2.16,1.65
McArthur,154,CRY,MID,5.0,1.0,2.12,1.83,1.65
Kilman,484,WOL,DEF,4.5,2.3,1.32,1.29,1.6366666666666667
Daka,271,LEI,FWD,6.0,1.8,2.31,0.77,1.626666666666667
Ziyech,135,CHE,MID,6.0,2.6,1.35,0.89,1.6133333333333333
Elliott,294,LIV,MID,5.0,3.0,0.86,0.96,1.6066666666666667
Walker-Peters,409,SOU,DEF,4.5,1.3,1.76,1.74,1.5999999999999999
Azpilicueta,127,CHE,DEF,5.0,2.8,0.28,1.71,1.5966666666666667
Carvalho,296,LIV,MID,5.5,3.5,0.98,0.28,1.586666666666667
Collins,516,WOL,DEF,4.5,2.3,1.35,1.11,1.5866666666666664
Douglas Luiz,46,AVL,MID,5.0,2.0,1.94,0.82,1.5866666666666664
Chalobah,141,CHE,DEF,5.0,2.8,0.85,1.06,1.5699999999999998
Saliba,26,ARS,DEF,4.5,2.3,1.47,0.94,1.5699999999999996
Fábio Vieira,25,ARS,MID,6.0,2.6,1.56,0.53,1.5633333333333335
Colback,381,NFO,MID,4.5,0.5,1.92,2.25,1.5566666666666666
Phillips,325,MCI,MID,5.0,2.5,0.73,1.42,1.55
Aké,308,MCI,DEF,5.0,3.3,0.57,0.78,1.5499999999999998
Wan-Bissaka,341,MUN,DEF,4.5,2.3,1.51,0.81,1.5399999999999996
Emerson Royal,445,TOT,DEF,5.0,2.8,1.2,0.58,1.5266666666666666
Partey,6,ARS,MID,5.0,2.0,0.65,1.89,1.5133333333333332
Söyüncü,267,LEI,DEF,4.5,1.8,2.02,0.69,1.5033333333333332
Edouard,166,CRY,FWD,5.5,1.0,1.5,1.88,1.46
Dele,181,EVE,MID,5.5,1.5,1.52,1.36,1.46
Lewis-Potter,515,BRE,MID,5.5,2.0,2.21,0.14,1.4499999999999997
De Cordova-Reid,205,FUL,MID,5.5,0.5,2.15,1.67,1.44
Biancone,399,NFO,DEF,4.5,1.3,2.11,0.89,1.4333333333333331
Zouma,461,WHU,DEF,4.5,0.8,1.68,1.76,1.4133333333333333
